ESVs,species,identity_percentage,coverage,evalue,bitscore,source
ESV_2627,Amphistegina_radiata_Spermonde,97.84,100,7.32E-160,558,Genbank
ESV_2630,Operculina_heterosteginoides,96.25,99,7.42E-150,525,Genbank
ESV_2632,Cyrea_szymborska_17247,94.498,96,7.53E-135,475,Genbank
ESV_2633,Murrayinella_globosa_18043,95.975,100,7.42E-150,525,Genbank
ESV_2634,Vertebralina_Rik_9325_consensus0_1751,98.442,100,4.35E-162,566,Genbank
ESV_2639,Vertebralina_Rik_9325_consensus0_1751,98.083,98,5.66E-156,545,Genbank
ESV_2641,Amphistegina_lessonii_5174,96.923,100,7.37E-155,542,Genbank
ESV_2642,Encrusting_Rik_9441_consensus0_977,97.812,99,3.41E-158,553,Genbank
ESV_2643,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,100,94,7.27E-160,558,Genbank
ESV_2644,Murrayinella_globosa_18043,95.975,100,7.42E-150,525,Genbank
ESV_2645,Cribrostomoides_17496,76.899,96,1.44E-42,169,Genbank
ESV_2646,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,96.904,100,7.37E-155,542,Genbank
ESV_2647,Heterostegina_depressa_sp2_Spermonde,95.356,100,5.78E-146,512,Genbank
ESV_2648,Milliolid_red_Rik_9370_9371_9372_Israel,98.403,98,1.22E-157,551,Genbank
ESV_2649,Cribrostomoides_17496,89.389,96,2.83E-109,390,Genbank
ESV_2650,Glabratella_sp._17918,96.594,100,3.43E-153,536,Genbank
ESV_2652,Amphistegina_lobifera,98.142,100,1.57E-161,564,Genbank
ESV_2655,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,92.236,99,2.75E-129,457,Genbank
ESV_2658,Heterostegina_depressa_sp1_Spermonde,95.37,100,1.61E-146,514,Genbank
ESV_2659,Encrusting_Rik_9441_consensus0_977,96.594,100,3.43E-153,536,Genbank
ESV_2660,Pullenia_subcarinata_8292,76.898,93,1.86E-41,165,Genbank
ESV_2661,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_2662,Borelis_schlumbergeri_3737_Spermonde,97.143,98,4.41E-152,532,Genbank
ESV_2663,Amphistegina_papillosa_Spermonde_3741,96.904,100,7.37E-155,542,Genbank
ESV_2664,Calcarina_sp._5164_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2666,Haynesina_germanica_18209,97.833,100,7.32E-160,558,Genbank
ESV_2667,Encrusting_Rik_9441_consensus0_977,97.523,99,1.23E-157,551,Genbank
ESV_2668,Heterostegina_depressa_sp1_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2669,Pyrgo_Rik_9347_consensus0_1557,86.769,100,2.87E-99,357,Genbank
ESV_2670,Cyrea_szymborska_17247,87.086,93,1.04E-93,339,Genbank
ESV_2671,Murrayinella_globosa_18043,93.189,100,7.58E-135,475,Genbank
ESV_2672,Encrusting_Rik_9441_consensus0_977,95.356,100,1.61E-146,514,Genbank
ESV_2674,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,99.007,94,7.32E-155,542,Genbank
ESV_2675,Elphidium_Rik_9327_9337_9350_Spermonde,98.046,95,1.23E-152,534,Genbank
ESV_2678,Discanomalina_coronata_18034,96.594,100,3.43E-153,536,Genbank
ESV_2681,Haynesina_germanica_18209,97.833,100,7.32E-160,558,Genbank
ESV_2683,Trifarina_earlandi_&_Uvigerina_bifurcata,91.925,99,1.28E-127,451,Genbank
ESV_2685,Heterostegina_depressa_sp1_Spermonde,96.296,100,1.6E-151,531,Genbank
ESV_2686,Amphistegina_radiata_Spermonde,94.444,100,1.62E-141,497,Genbank
ESV_2689,Amphistegina_radiata_Spermonde,95.679,100,3.45E-148,520,Genbank
ESV_2690,Calcarina_sp._5164_Spermonde,97.5,99,1.58E-156,547,Genbank
ESV_2691,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,85.759,99,2.89E-94,340,Genbank
ESV_2693,Borelis_schlumbergeri_3737_Spermonde,93.146,100,9.75E-134,472,Genbank
ESV_2694,Entzia_macrescens_13533,84.345,96,1.36E-82,302,Genbank
ESV_2696,Pyrgo_Rik_9347_consensus0_1557,87.227,99,1.71E-101,364,Genbank
ESV_2697,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_2698,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,97.682,94,3.43E-148,520,Genbank
ESV_2701,Textularid_Rik_9398_consensus128_73,90.373,100,9.96E-119,422,Genbank
ESV_2702,Discanomalina_coronata_18034,89.783,100,1.68E-116,414,Genbank
ESV_2704,Cyrea_szymborska_17247,94.098,94,2.12E-130,460,Genbank
ESV_2705,Encrusting_Rik_9441_consensus0_977,98.137,99,5.66E-161,562,Genbank
ESV_2706,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_2707,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,95.356,100,1.61E-146,514,Genbank
ESV_2708,Pyrgo_Rik_9347_consensus0_1557,87.692,100,2.85E-104,374,Genbank
ESV_2709,Encrusting_Rik_9441_consensus0_977,97.833,100,7.32E-160,558,Genbank
ESV_2710,Eggerelloides_scaber_12301,89.752,99,2.17E-115,411,Genbank
ESV_2711,Rosalina_sp._17595,97.516,99,1.23E-157,551,Genbank
ESV_2712,Borelis_schlumbergeri_3737_Spermonde,97.476,98,2.65E-154,540,Genbank
ESV_2714,Borelis_schlumbergeri_3737_Spermonde,97.778,98,2.04E-155,544,Genbank
ESV_2717,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_2718,Elphidium_Rik_9327_9337_9350_Spermonde,95.046,100,7.48E-145,508,Genbank
ESV_2719,Peneroplis_sp1_Spermonde,100,94,7.27E-160,558,Genbank
ESV_2720,Murrayinella_globosa_18043,92.581,96,2.13E-125,444,Genbank
ESV_2722,Pyrgo_Rik_9347_consensus0_1557,83.077,100,2.95E-79,291,Genbank
ESV_2724,Lacogromia_cassipara_18990,80.247,99,3.86E-63,237,Genbank
ESV_2725,Borelis_schlumbergeri_3737_Spermonde,97.143,98,4.41E-152,532,Genbank
ESV_2727,Textularia_gramen_13633,93.91,96,1.27E-132,468,Genbank
ESV_2729,Peneroplis_sp1_Spermonde,95.639,100,4.44E-147,516,Genbank
ESV_2731,Murrayinella_globosa_18043,97.5,99,1.58E-156,547,Genbank
ESV_2733,Entzia_macrescens_13533,88.424,96,1.02E-103,372,Genbank
ESV_2737,Vertebralina_Rik_9325_consensus0_1751,95.95,100,9.54E-149,521,Genbank
ESV_2738,Trifarina_earlandi_&_Uvigerina_bifurcata,92.857,99,1.27E-132,468,Genbank
ESV_2740,Milliolid_red_Rik_9370_9371_9372_Israel,97.778,98,2.04E-155,544,Genbank
ESV_2741,Amphistegina_radiata_Spermonde,96.605,100,3.43E-153,536,Genbank
ESV_2742,Milliolid_red_Rik_9370_9371_9372_Israel,97.508,100,4.38E-157,549,Genbank
ESV_2747,Heterostegina_depressa_sp2_Spermonde,94.462,100,1.62E-141,497,Genbank
ESV_2750,Nummulites_venosus,97.812,99,3.41E-158,553,Genbank
ESV_2751,Miliolid_Rik_9400_9405_Israel,97.812,99,3.38E-158,553,Genbank
ESV_2752,Calcarina_sp._5164_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_2753,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_2754,Trifarina_earlandi_&_Uvigerina_bifurcata,97.833,100,7.32E-160,558,Genbank
ESV_2757,Operculina_ammonoides,97.214,100,1.58E-156,547,Genbank
ESV_2758,Encrusting_Rik_9441_consensus0_977,97.833,99,2.63E-159,556,Genbank
ESV_2759,Planorbulinella_sp._17893,86.478,98,4.8E-97,350,Genbank
ESV_2761,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_2762,Cyrea_szymborska_17247,89.711,96,7.81E-110,392,Genbank
ESV_2763,Amphistegina_radiata_Spermonde,97.826,99,2.63E-159,556,Genbank
ESV_2764,Discanomalina_coronata_18034,90.402,100,7.75E-120,425,Genbank
ESV_2765,Encrusting_Rik_9441_consensus0_977,77.778,90,1.11E-43,172,Genbank
ESV_2766,Encrusting_Rik_9441_consensus0_977,98.142,99,5.66E-161,562,Genbank
ESV_2767,Pyrgo_Rik_9347_consensus0_1557,93.769,100,4.5E-137,483,Genbank
ESV_2768,Pyrgo_Rik_9347_consensus0_1557,87.385,100,1.32E-102,368,Genbank
ESV_2770,Rosalina_sp._17595,97.205,99,5.7E-156,545,Genbank
ESV_2771,Vertebralina_Rik_9325_consensus0_1751,96.573,100,4.41E-152,532,Genbank
ESV_2772,Encrusting_Rik_9441_consensus0_977,96.594,99,1.23E-152,534,Genbank
ESV_2773,Elphidium_Rik_9327_9337_9350_Spermonde,94.427,100,1.62E-141,497,Genbank
ESV_2774,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,95.046,100,7.48E-145,508,Genbank
ESV_2776,Entzia_macrescens_13533,88.997,95,2.19E-105,377,Genbank
ESV_2778,Trifarina_earlandi_&_Uvigerina_bifurcata,95.666,100,3.45E-148,520,Genbank
ESV_2779,Cyrea_szymborska_17247,96.417,96,2.67E-144,507,Genbank
ESV_2781,Amphistegina_radiata_Spermonde,96.914,100,7.37E-155,542,Genbank
ESV_2782,Entzia_macrescens_13533,89.968,96,4.7E-112,399,Genbank
ESV_2784,Planorbulinella_sp._17893,98.452,99,1.22E-162,568,Genbank
ESV_2792,Haynesina_germanica_18209,97.833,100,7.32E-160,558,Genbank
ESV_2794,Amphistegina_lobifera,97.826,99,2.63E-159,556,Genbank
ESV_2795,Pyrgo_Rik_9347_consensus0_1557,86.462,100,4.78E-97,350,Genbank
ESV_2798,Murrayinella_globosa_18043,96.594,100,1.23E-152,534,Genbank
ESV_2799,Nummulites_venosus,97.833,100,7.32E-160,558,Genbank
ESV_2800,Heterostegina_depressa_sp1_Spermonde,97.812,99,3.41E-158,553,Genbank
ESV_2801,Amphistegina_lessonii_5174,96.117,95,1.25E-142,501,Genbank
ESV_2802,Nummulites_venosus,95.046,100,7.48E-145,508,Genbank
ESV_2805,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,97.819,100,9.41E-159,555,Genbank
ESV_2806,Heterostegina_depressa_sp1_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_2810,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,85.759,99,2.89E-94,340,Genbank
ESV_2811,Heterostegina_depressa_sp1_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_2812,Heterostegina_depressa_sp1_Spermonde,95.37,100,1.61E-146,514,Genbank
ESV_2813,Cyrea_szymborska_17247,95.05,94,2.71E-134,473,Genbank
ESV_2815,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,99.69,100,7.22E-170,592,Genbank
ESV_2816,Amphistegina_lobifera,94.118,100,7.53E-140,492,Genbank
ESV_2817,Amphistegina_lessonii_5174,96.594,100,3.43E-153,536,Genbank
ESV_2818,Textularid_Rik_9399_consensus0_1584,90,99,6.03E-116,412,Genbank
ESV_2820,Amphistegina_lobifera,93.808,99,1.26E-137,484,Genbank
ESV_2821,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,98.02,94,2.05E-150,527,Genbank
ESV_2822,Cyrea_szymborska_17247,92.88,96,1.65E-126,448,Genbank
ESV_2823,Calcarina_sp._5165_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2824,Elphidium_Rik_9327_9337_9350_Spermonde,94.737,100,3.48E-143,503,Genbank
ESV_2827,Nummulites_venosus,96.904,100,7.37E-155,542,Genbank
ESV_2831,Entzia_macrescens_13533,78.165,96,1.11E-48,189,Genbank
ESV_2832,Orbulina_universa,94.719,94,9.81E-134,472,Genbank
ESV_2834,Heterostegina_depressa_sp2_Spermonde,97.812,99,3.41E-158,553,Genbank
ESV_2836,Cribrorotalia_sp._17611,87.578,99,1.02E-103,372,Genbank
ESV_2837,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,100,94,7.27E-160,558,Genbank
ESV_2838,Encrusting_Rik_9441_consensus0_977,96.594,99,1.23E-152,534,Genbank
ESV_2839,Cribrorotalia_sp._17611,95.356,100,1.61E-146,514,Genbank
ESV_2840,Milliolid_red_Rik_9370_9371_9372_Israel,97.778,98,2.04E-155,544,Genbank
ESV_2841,Encrusting_Rik_9441_consensus0_977,97.17,98,9.54E-154,538,Genbank
ESV_2844,Amphistegina_radiata_Spermonde,98.089,97,1.58E-156,547,Genbank
ESV_2845,Cyrea_szymborska_17247,93.831,96,5.85E-131,462,Genbank
ESV_2846,Discanomalina_coronata_18034,93.396,99,9.78E-134,472,Genbank
ESV_2847,Textularid_Rik_9398_consensus128_73,91.781,91,1E-113,405,Genbank
ESV_2848,Trifarina_earlandi_&_Uvigerina_bifurcata,96.562,99,1.6E-151,531,Genbank
ESV_2849,Amphistegina_gibbosa_Rik_9367_9368_9369_USA,96.273,99,5.74E-151,529,Genbank
ESV_2852,Cyrea_szymborska_17247,90.196,94,2.18E-110,394,Genbank
ESV_2853,Amphistegina_lobifera,95.046,100,7.48E-145,508,Genbank
ESV_2855,Vertebralina_Rik_9325_consensus0_1751,97.508,100,4.38E-157,549,Genbank
ESV_2857,Heterostegina_depressa_sp2_Spermonde,96.615,100,3.43E-153,536,Genbank
ESV_2859,Encrusting_Rik_9441_consensus0_977,97.523,99,1.23E-157,551,Genbank
ESV_2860,Heterostegina_depressa_sp1_Spermonde,98.125,99,7.32E-160,558,Genbank
ESV_2862,Milliolid_red_Rik_9370_9371_9372_Israel,96.594,100,1.23E-152,534,Genbank
ESV_2863,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,87.926,99,2.2E-105,377,Genbank
ESV_2864,Amphistegina_radiata_Spermonde,97.84,100,7.32E-160,558,Genbank
ESV_2865,Cyrea_szymborska_17247,93.528,96,7.64E-130,459,Genbank
ESV_2866,Pyrgo_Rik_9347_consensus0_1557,93.146,100,9.75E-134,472,Genbank
ESV_2868,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_2869,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,85.494,100,3.73E-93,337,Genbank
ESV_2871,Heterostegina_depressa_sp1_Spermonde,96.562,99,1.6E-151,531,Genbank
ESV_2872,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_2875,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,98.762,100,7.27E-165,575,Genbank
ESV_2877,Heterostegina_depressa_sp1_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_2880,Murrayinella_globosa_18043,94.025,98,4.53E-137,483,Genbank
ESV_2881,Sorites_sp2_Spermonde,100,94,7.27E-160,558,Genbank
ESV_2882,Cyrea_szymborska_17247,100,90,1.23E-152,534,Genbank
ESV_2883,Pyrgo_Rik_9347_consensus0_1557,98.754,100,9.34E-164,571,Genbank
ESV_2884,Cyrea_szymborska_17247,93.204,96,3.53E-128,453,Genbank
ESV_2885,Amphistegina_radiata_Spermonde,95.679,100,3.45E-148,520,Genbank
ESV_2886,Amphistegina_lessonii,98.382,96,2.05E-155,544,Genbank
ESV_2889,Amphistegina_lobifera,95.046,100,7.48E-145,508,Genbank
ESV_2890,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_2891,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_2892,Encrusting_Rik_9441_consensus0_977,96.285,99,5.74E-151,529,Genbank
ESV_2893,Cyrea_szymborska_17247,93.851,96,1.64E-131,464,Genbank
ESV_2898,Stainforthia_sp._17321,97.531,100,3.41E-158,553,Genbank
ESV_2899,Trifarina_earlandi_&_Uvigerina_bifurcata,94.099,99,2.71E-139,490,Genbank
ESV_2900,Cyrea_szymborska_17247,93.98,93,1.27E-127,451,Genbank
ESV_2901,Bolivina_sp._17601_&_Bolivina_sp._17907,78.019,99,1.42E-52,202,Genbank
ESV_2902,Pyrgo_Rik_9347_consensus0_1557,93.769,100,4.5E-137,483,Genbank
ESV_2903,Murrayinella_globosa_18043,94.194,96,9.78E-134,472,Genbank
ESV_2904,Heterostegina_depressa_sp1_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2905,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_2907,Eggerelloides_scaber_12301,89.783,100,1.68E-116,414,Genbank
ESV_2910,Heterostegina_depressa_sp1_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_2911,Borelis_schlumbergeri_3737_Spermonde,96.825,98,7.42E-150,525,Genbank
ESV_2912,Eggerelloides_scaber_12301,91.641,100,1.65E-126,448,Genbank
ESV_2913,Eggerelloides_scaber_12301,91.195,98,4.63E-122,433,Genbank
ESV_2914,Heterostegina_depressa_sp1_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2915,Cyrea_szymborska_17247,95.779,95,2.09E-140,494,Genbank
ESV_2917,Heterostegina_depressa_sp1_Spermonde,95.356,100,1.61E-146,514,Genbank
ESV_2919,Amphistegina_lobifera,98.142,100,1.57E-161,564,Genbank
ESV_2920,Glabratella_sp._17918,98.762,100,7.27E-165,575,Genbank
ESV_2921,Cyrea_szymborska_17247,93.851,96,1.63E-131,464,Genbank
ESV_2923,Stainforthia_sp._17321,95.253,98,1.25E-142,501,Genbank
ESV_2924,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,95.666,100,3.45E-148,520,Genbank
ESV_2925,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,95.046,100,7.48E-145,508,Genbank
ESV_2926,Alveolinella_quoyi_Spermonde,96.541,98,7.42E-150,525,Genbank
ESV_2929,Elphidium_Rik_9327_9337_9350_Spermonde,95.356,100,1.61E-146,514,Genbank
ESV_2931,Amphistegina_lobifera,97.205,99,5.7E-156,545,Genbank
ESV_2932,Eggerelloides_scaber_12301,95.975,100,7.42E-150,525,Genbank
ESV_2933,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_2934,Borelis_schlumbergeri_3737_Spermonde,98.083,98,5.66E-156,545,Genbank
ESV_2936,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_2939,Encrusting_Rik_9441_consensus0_977,97.205,99,5.7E-156,545,Genbank
ESV_2940,Heterostegina_depressa_sp1_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2942,Cyrea_szymborska_17247,93.75,94,9.82E-129,455,Genbank
ESV_2943,Encrusting_Rik_9441_consensus0_977,97.214,99,5.7E-156,545,Genbank
ESV_2944,Encrusting_Rik_9441_consensus0_977,96.552,99,5.74E-151,529,Genbank
ESV_2945,Amphistegina_lobifera,98.142,100,1.57E-161,564,Genbank
ESV_2946,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_2948,Milliolid_red_Rik_9370_9371_9372_Israel,89.538,99,1.01E-113,405,Genbank
ESV_2949,Encrusting_Rik_9441_consensus0_977,97.799,98,4.41E-157,549,Genbank
ESV_2951,Glabratella_sp._17918,94.231,97,2.11E-135,477,Genbank
ESV_2952,Textularid_Rik_9399_consensus0_1584,92.138,98,4.6E-127,449,Genbank
ESV_2953,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_2955,Cyrea_szymborska_17247,95.469,96,7.51E-140,492,Genbank
ESV_2957,Cribrostomoides_17496,75.238,96,3.14E-34,141,Genbank
ESV_2959,Murrayinella_globosa_18043,93.189,100,7.58E-135,475,Genbank
ESV_2960,Borelis_schlumbergeri_3737_Spermonde,92.835,100,4.53E-132,466,Genbank
ESV_2962,Pyrgo_Rik_9347_consensus0_1557,86.769,100,2.87E-99,357,Genbank
ESV_2963,Psammina_limbata_18230,87.654,100,7.91E-105,375,Genbank
ESV_2964,Elphidium_Rik_9327_9337_9350_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2965,Encrusting_Rik_9441_consensus0_977,96.552,99,2.06E-150,527,Genbank
ESV_2966,Cyrea_szymborska_17247,93.831,96,5.87E-131,462,Genbank
ESV_2967,Encrusting_Rik_9441_consensus0_977,95.046,100,7.48E-145,508,Genbank
ESV_2968,Peneroplis_sp1_Spermonde,97.476,99,7.32E-155,542,Genbank
ESV_2969,Elphidium_Rik_9327_9337_9350_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_2972,Cribrostomoides_17496,78.778,96,1.79E-51,198,Genbank
ESV_2974,Amphistegina_lessonii,97.214,100,1.58E-156,547,Genbank
ESV_2975,Discanomalina_coronata_18034,89.342,99,1.31E-112,401,Genbank
ESV_2976,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,3.41E-158,553,Genbank
ESV_2977,Elphidium_Rik_9327_9337_9350_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_2978,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_2982,Cyrea_szymborska_17247,94.481,96,7.53E-135,475,Genbank
ESV_2983,Entzia_macrescens_13533,92.258,96,3.56E-123,436,Genbank
ESV_2984,Trifarina_earlandi_&_Uvigerina_bifurcata,89.688,99,7.8E-115,409,Genbank
ESV_2985,Lacogromia_cassipara_18990,84.83,99,2.91E-89,324,Genbank
ESV_2986,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_2987,Stainforthia_sp._17321,90.994,99,1.29E-122,435,Genbank
ESV_2989,Calcarina_sp._5164_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_2990,Entzia_macrescens_13533,83.706,96,1.35E-77,285,Genbank
ESV_2991,Amphistegina_lessonii_5174,97.833,100,7.32E-160,558,Genbank
ESV_2995,Trifarina_earlandi_&_Uvigerina_bifurcata,91.772,98,2.77E-124,440,Genbank
ESV_2996,Amphistegina_lobifera,95.046,100,7.48E-145,508,Genbank
ESV_2997,Heterostegina_depressa_sp1_Spermonde,95.666,100,3.45E-148,520,Genbank
ESV_3001,Planorbulinella_sp._17893,98.142,99,5.66E-161,562,Genbank
ESV_3002,Cyrea_szymborska_17247,81.847,96,4.91E-67,250,Genbank
ESV_3003,Eggerelloides_scaber_12301,97.523,100,3.41E-158,553,Genbank
ESV_3004,Discanomalina_coronata_18034,77.163,88,1.12E-38,156,Genbank
ESV_3005,Milliolid_red_Rik_9370_9371_9372_Israel,97.46,98,9.47E-154,538,Genbank
ESV_3008,Entzia_macrescens_13533,83.387,96,6.26E-76,279,Genbank
ESV_3009,Pyrgo_Rik_9347_consensus0_1557,94.704,99,1.61E-141,497,Genbank
ESV_3010,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_3011,Textularid_Rik_9397_consensus3_750,77.737,84,2.41E-40,161,Genbank
ESV_3012,Heterostegina_depressa_Rik_9421_consensus0_1426_Israel,94.41,99,7.53E-140,492,Genbank
ESV_3015,Calcarina_sp._5164_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_3017,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,96.285,100,1.6E-151,531,Genbank
ESV_3019,Trifarina_earlandi_&_Uvigerina_bifurcata,97.214,100,1.58E-156,547,Genbank
ESV_3020,Trifarina_earlandi_&_Uvigerina_bifurcata,97.484,98,2.05E-155,544,Genbank
ESV_3021,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,77.231,100,1.43E-47,185,Genbank
ESV_3023,Discanomalina_coronata_18034,89.783,100,1.68E-116,414,Genbank
ESV_3024,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_3025,Pyrgo_Rik_9347_consensus0_1557,94.081,100,9.68E-139,488,Genbank
ESV_3028,Pyrgo_Rik_9347_consensus0_1557,84.451,100,6.29E-86,313,Genbank
ESV_3032,Sorites_sp2_Spermonde,98.423,99,7.27E-160,558,Genbank
ESV_3033,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_3034,Textularid_Rik_9398_consensus128_73,90.728,94,1.3E-112,401,Genbank
ESV_3036,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_3037,Vertebralina_Rik_9325_consensus0_1751,96.262,100,2.05E-150,527,Genbank
ESV_3038,Cyrea_szymborska_17247,90.066,93,1.02E-108,388,Genbank
ESV_3039,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_3041,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,97.5,99,1.58E-156,547,Genbank
ESV_3044,Milliolid_red_Rik_9370_9371_9372_Israel,97.764,98,2.63E-154,540,Genbank
ESV_3045,Nummulites_venosus,95.666,100,3.45E-148,520,Genbank
ESV_3046,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,86.957,99,6.16E-101,363,Genbank
ESV_3047,Cyrea_szymborska_17247,95.806,96,4.5E-142,499,Genbank
ESV_3049,Amphistegina_lobifera,95.666,100,3.45E-148,520,Genbank
ESV_3052,Borelis_schlumbergeri_3737_Spermonde,96.904,100,2.65E-154,540,Genbank
ESV_3054,Cyrea_szymborska_17247,93.851,96,1.63E-131,464,Genbank
ESV_3056,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_3057,Pyrgo_Rik_9347_consensus0_1557,93.769,100,4.5E-137,483,Genbank
ESV_3058,Textularid_Rik_9398_consensus128_73,91.722,94,1.29E-117,418,Genbank
ESV_3059,Cyrea_szymborska_17247,92.834,95,2.12E-125,444,Genbank
ESV_3060,Elphidium_Rik_9327_9337_9350_Spermonde,95.666,100,3.45E-148,520,Genbank
ESV_3061,Encrusting_Rik_9441_consensus0_977,98.142,100,1.57E-161,564,Genbank
ESV_3062,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,96.285,100,1.6E-151,531,Genbank
ESV_3067,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_3069,Amphistegina_lobifera,94.737,100,3.48E-143,503,Genbank
ESV_3070,Glabratella_sp._17918,90.712,100,1.67E-121,431,Genbank
ESV_3073,Eggerelloides_scaber_12301,95.356,100,1.61E-146,514,Genbank
ESV_3075,Elphidium_Rik_9327_9337_9350_Spermonde,96.541,98,2.06E-150,527,Genbank
ESV_3080,Cyrea_szymborska_17247,92.079,94,2.79E-119,424,Genbank
ESV_3081,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,90.712,99,5.99E-121,429,Genbank
ESV_3087,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,90.526,88,2.2E-105,377,Genbank
ESV_3088,Cyrea_szymborska_17247,91.089,94,2.8E-114,407,Genbank
ESV_3089,Pyrgo_Rik_9347_consensus0_1557,84.308,100,6.29E-86,313,Genbank
ESV_3090,Amphistegina_lessonii,96.904,99,2.65E-154,540,Genbank
ESV_3092,Murrayinella_globosa_18043,95.666,100,3.45E-148,520,Genbank
ESV_3096,Lacogromia_cassipara_18990,85.449,99,1.34E-92,335,Genbank
ESV_3098,Murrayinella_globosa_18043,92.57,100,1.64E-131,464,Genbank
ESV_3099,Bolivina_sp._17601_&_Bolivina_sp._17907,87.205,91,4.83E-92,333,Genbank
ESV_3101,Textularid_Rik_9398_consensus128_73,90.728,94,1.3E-112,401,Genbank
ESV_3104,Amphistegina_radiata_Spermonde,98.726,97,7.32E-160,558,Genbank
ESV_3107,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_3108,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
